,ID,Sexo,Facultad a la que aplicó,Fue admitido
2241,6f64508c-fbfc-11eb-9a96-8c8590480788,M,C,N
2242,6f6450aa-fbfc-11eb-9a96-8c8590480788,M,C,N
2243,6f6450c8-fbfc-11eb-9a96-8c8590480788,M,C,N
2244,6f6450dc-fbfc-11eb-9a96-8c8590480788,M,C,N
2245,6f6450fa-fbfc-11eb-9a96-8c8590480788,M,C,N
2246,6f645118-fbfc-11eb-9a96-8c8590480788,M,C,N
2247,6f645136-fbfc-11eb-9a96-8c8590480788,M,C,N
2248,6f645154-fbfc-11eb-9a96-8c8590480788,M,C,N
2249,6f64517c-fbfc-11eb-9a96-8c8590480788,M,C,N
2250,6f64519a-fbfc-11eb-9a96-8c8590480788,M,C,N
2251,6f6451b8-fbfc-11eb-9a96-8c8590480788,M,C,N
2252,6f6451cc-fbfc-11eb-9a96-8c8590480788,M,C,N
2253,6f6451ea-fbfc-11eb-9a96-8c8590480788,M,C,N
2254,6f645208-fbfc-11eb-9a96-8c8590480788,M,C,N
2255,6f645230-fbfc-11eb-9a96-8c8590480788,M,C,N
2256,6f645244-fbfc-11eb-9a96-8c8590480788,M,C,N
2257,6f64526c-fbfc-11eb-9a96-8c8590480788,M,C,N
2258,6f64528a-fbfc-11eb-9a96-8c8590480788,M,C,N
2259,6f6452a8-fbfc-11eb-9a96-8c8590480788,M,C,N
2260,6f6452bc-fbfc-11eb-9a96-8c8590480788,M,C,N
2261,6f6452da-fbfc-11eb-9a96-8c8590480788,M,C,N
2262,6f6452f8-fbfc-11eb-9a96-8c8590480788,M,C,N
2263,6f645320-fbfc-11eb-9a96-8c8590480788,M,C,N
2264,6f64533e-fbfc-11eb-9a96-8c8590480788,M,C,N
2265,6f64535c-fbfc-11eb-9a96-8c8590480788,M,C,N
2266,6f64537a-fbfc-11eb-9a96-8c8590480788,M,C,N
2267,6f645398-fbfc-11eb-9a96-8c8590480788,M,C,N
2268,6f6453b6-fbfc-11eb-9a96-8c8590480788,M,C,N
2269,6f6453d4-fbfc-11eb-9a96-8c8590480788,M,C,N
2270,6f6453f2-fbfc-11eb-9a96-8c8590480788,M,C,N
2271,6f645410-fbfc-11eb-9a96-8c8590480788,M,C,N
2272,6f64542e-fbfc-11eb-9a96-8c8590480788,M,C,N
2273,6f64544c-fbfc-11eb-9a96-8c8590480788,M,C,N
2274,6f64546a-fbfc-11eb-9a96-8c8590480788,M,C,N
2275,6f64547e-fbfc-11eb-9a96-8c8590480788,M,C,N
2276,6f64549c-fbfc-11eb-9a96-8c8590480788,M,C,N
2277,6f6454ba-fbfc-11eb-9a96-8c8590480788,M,C,N
2278,6f6454d8-fbfc-11eb-9a96-8c8590480788,M,C,N
2279,6f6454f6-fbfc-11eb-9a96-8c8590480788,M,C,N
2280,6f645514-fbfc-11eb-9a96-8c8590480788,M,C,N
2281,6f645532-fbfc-11eb-9a96-8c8590480788,M,C,N
2282,6f645550-fbfc-11eb-9a96-8c8590480788,M,C,N
2283,6f64556e-fbfc-11eb-9a96-8c8590480788,M,C,N
2284,6f64558c-fbfc-11eb-9a96-8c8590480788,M,C,N
2285,6f6455aa-fbfc-11eb-9a96-8c8590480788,M,C,N
2286,6f6455c8-fbfc-11eb-9a96-8c8590480788,M,C,N
2287,6f6455e6-fbfc-11eb-9a96-8c8590480788,M,C,N
2288,6f645604-fbfc-11eb-9a96-8c8590480788,M,C,N
2289,6f645622-fbfc-11eb-9a96-8c8590480788,M,C,N
2290,6f645640-fbfc-11eb-9a96-8c8590480788,M,C,N
2291,6f64565e-fbfc-11eb-9a96-8c8590480788,M,C,N
2292,6f64567c-fbfc-11eb-9a96-8c8590480788,M,C,N
2293,6f64569a-fbfc-11eb-9a96-8c8590480788,M,C,N
2294,6f6456b8-fbfc-11eb-9a96-8c8590480788,M,C,N
2295,6f6456d6-fbfc-11eb-9a96-8c8590480788,M,C,N
2296,6f6456f4-fbfc-11eb-9a96-8c8590480788,M,C,N
2297,6f645712-fbfc-11eb-9a96-8c8590480788,M,C,N
2298,6f645730-fbfc-11eb-9a96-8c8590480788,M,C,N
2299,6f64574e-fbfc-11eb-9a96-8c8590480788,M,C,N
2300,6f64576c-fbfc-11eb-9a96-8c8590480788,M,C,N
2301,6f64578a-fbfc-11eb-9a96-8c8590480788,M,C,N
2302,6f64579e-fbfc-11eb-9a96-8c8590480788,M,C,N
2303,6f6457bc-fbfc-11eb-9a96-8c8590480788,M,C,N
2304,6f6457da-fbfc-11eb-9a96-8c8590480788,M,C,N
2305,6f6457f8-fbfc-11eb-9a96-8c8590480788,M,C,N
2306,6f645816-fbfc-11eb-9a96-8c8590480788,M,C,N
2307,6f645834-fbfc-11eb-9a96-8c8590480788,M,C,N
2308,6f645852-fbfc-11eb-9a96-8c8590480788,M,C,N
2309,6f645870-fbfc-11eb-9a96-8c8590480788,M,C,N
2310,6f64588e-fbfc-11eb-9a96-8c8590480788,M,C,N
2311,6f6458ac-fbfc-11eb-9a96-8c8590480788,M,C,N
2312,6f6458ca-fbfc-11eb-9a96-8c8590480788,M,C,N
2313,6f6458de-fbfc-11eb-9a96-8c8590480788,M,C,N
2314,6f6458fc-fbfc-11eb-9a96-8c8590480788,M,C,N
2315,6f64591a-fbfc-11eb-9a96-8c8590480788,M,C,N
2316,6f645938-fbfc-11eb-9a96-8c8590480788,M,C,N
2317,6f645956-fbfc-11eb-9a96-8c8590480788,M,C,N
2318,6f645974-fbfc-11eb-9a96-8c8590480788,M,C,N
2319,6f645992-fbfc-11eb-9a96-8c8590480788,M,C,N
2320,6f6459b0-fbfc-11eb-9a96-8c8590480788,M,C,N
2321,6f6459ce-fbfc-11eb-9a96-8c8590480788,M,C,N
2322,6f6459ec-fbfc-11eb-9a96-8c8590480788,M,C,N
2323,6f645a0a-fbfc-11eb-9a96-8c8590480788,M,C,N
2324,6f645a28-fbfc-11eb-9a96-8c8590480788,M,C,N
2325,6f645a46-fbfc-11eb-9a96-8c8590480788,M,C,N
2326,6f645a64-fbfc-11eb-9a96-8c8590480788,M,C,N
2327,6f645a82-fbfc-11eb-9a96-8c8590480788,M,C,N
2328,6f645aa0-fbfc-11eb-9a96-8c8590480788,M,C,N
2329,6f645abe-fbfc-11eb-9a96-8c8590480788,M,C,N
2330,6f645adc-fbfc-11eb-9a96-8c8590480788,M,C,N
2331,6f645afa-fbfc-11eb-9a96-8c8590480788,M,C,N
2332,6f645b18-fbfc-11eb-9a96-8c8590480788,M,C,N
2333,6f645b36-fbfc-11eb-9a96-8c8590480788,M,C,N
2334,6f645b54-fbfc-11eb-9a96-8c8590480788,M,C,N
2335,6f645b72-fbfc-11eb-9a96-8c8590480788,M,C,N
2336,6f645b90-fbfc-11eb-9a96-8c8590480788,M,C,N
2337,6f645bae-fbfc-11eb-9a96-8c8590480788,M,C,N
2338,6f645bcc-fbfc-11eb-9a96-8c8590480788,M,C,N
2339,6f645bea-fbfc-11eb-9a96-8c8590480788,M,C,N
2340,6f645c08-fbfc-11eb-9a96-8c8590480788,M,C,N
2341,6f645c26-fbfc-11eb-9a96-8c8590480788,M,C,N
2342,6f645c44-fbfc-11eb-9a96-8c8590480788,M,C,N
2343,6f645c62-fbfc-11eb-9a96-8c8590480788,M,C,N
2344,6f645c80-fbfc-11eb-9a96-8c8590480788,M,C,N
2345,6f645c9e-fbfc-11eb-9a96-8c8590480788,M,C,N
2346,6f645cbc-fbfc-11eb-9a96-8c8590480788,M,C,N
2347,6f645cda-fbfc-11eb-9a96-8c8590480788,M,C,N
2348,6f645cf8-fbfc-11eb-9a96-8c8590480788,M,C,N
2349,6f645d16-fbfc-11eb-9a96-8c8590480788,M,C,N
2350,6f645d34-fbfc-11eb-9a96-8c8590480788,M,C,N
2351,6f645d52-fbfc-11eb-9a96-8c8590480788,M,C,N
2352,6f645d70-fbfc-11eb-9a96-8c8590480788,M,C,N
2353,6f645d84-fbfc-11eb-9a96-8c8590480788,M,C,N
2354,6f645da2-fbfc-11eb-9a96-8c8590480788,M,C,N
2355,6f645dc0-fbfc-11eb-9a96-8c8590480788,M,C,N
2356,6f645dde-fbfc-11eb-9a96-8c8590480788,M,C,N
2357,6f645dfc-fbfc-11eb-9a96-8c8590480788,M,C,N
2358,6f645e1a-fbfc-11eb-9a96-8c8590480788,M,C,N
2359,6f645e38-fbfc-11eb-9a96-8c8590480788,M,C,N
2360,6f645e56-fbfc-11eb-9a96-8c8590480788,M,C,N
2361,6f645e74-fbfc-11eb-9a96-8c8590480788,M,C,N
2362,6f645e92-fbfc-11eb-9a96-8c8590480788,M,C,N
2363,6f645eb0-fbfc-11eb-9a96-8c8590480788,M,C,N
2364,6f645ed8-fbfc-11eb-9a96-8c8590480788,M,C,N
2365,6f645ef6-fbfc-11eb-9a96-8c8590480788,M,C,N
2366,6f645f0a-fbfc-11eb-9a96-8c8590480788,M,C,N
2367,6f645f28-fbfc-11eb-9a96-8c8590480788,M,C,N
2368,6f645f46-fbfc-11eb-9a96-8c8590480788,M,C,N
2369,6f645f64-fbfc-11eb-9a96-8c8590480788,M,C,N
2370,6f645f82-fbfc-11eb-9a96-8c8590480788,M,C,N
2371,6f645fa0-fbfc-11eb-9a96-8c8590480788,M,C,N
2372,6f645fbe-fbfc-11eb-9a96-8c8590480788,M,C,N
2373,6f645fdc-fbfc-11eb-9a96-8c8590480788,M,C,N
2374,6f645ffa-fbfc-11eb-9a96-8c8590480788,M,C,N
2375,6f646018-fbfc-11eb-9a96-8c8590480788,M,C,N
2376,6f646036-fbfc-11eb-9a96-8c8590480788,M,C,N
2377,6f646054-fbfc-11eb-9a96-8c8590480788,M,C,N
2378,6f646072-fbfc-11eb-9a96-8c8590480788,M,C,N
2379,6f646090-fbfc-11eb-9a96-8c8590480788,M,C,N
2380,6f6460ae-fbfc-11eb-9a96-8c8590480788,M,C,N
2381,6f6460cc-fbfc-11eb-9a96-8c8590480788,M,C,N
2382,6f6460ea-fbfc-11eb-9a96-8c8590480788,M,C,N
2383,6f646108-fbfc-11eb-9a96-8c8590480788,M,C,N
2384,6f646126-fbfc-11eb-9a96-8c8590480788,M,C,N
2385,6f646144-fbfc-11eb-9a96-8c8590480788,M,C,N
2386,6f646162-fbfc-11eb-9a96-8c8590480788,M,C,N
2387,6f646180-fbfc-11eb-9a96-8c8590480788,M,C,N
2388,6f64619e-fbfc-11eb-9a96-8c8590480788,M,C,N
2389,6f6461bc-fbfc-11eb-9a96-8c8590480788,M,C,N
2390,6f6461da-fbfc-11eb-9a96-8c8590480788,M,C,N
2391,6f6461f8-fbfc-11eb-9a96-8c8590480788,M,C,N
2392,6f646216-fbfc-11eb-9a96-8c8590480788,M,C,N
2393,6f646234-fbfc-11eb-9a96-8c8590480788,M,C,N
2394,6f646252-fbfc-11eb-9a96-8c8590480788,M,C,N
2395,6f646270-fbfc-11eb-9a96-8c8590480788,M,C,N
2396,6f646298-fbfc-11eb-9a96-8c8590480788,H,D,S
2397,6f6462b6-fbfc-11eb-9a96-8c8590480788,H,D,S
2398,6f6462d4-fbfc-11eb-9a96-8c8590480788,H,D,S
2399,6f6462f2-fbfc-11eb-9a96-8c8590480788,H,D,S
2400,6f646310-fbfc-11eb-9a96-8c8590480788,H,D,S
2401,6f64632e-fbfc-11eb-9a96-8c8590480788,H,D,S
2402,6f64634c-fbfc-11eb-9a96-8c8590480788,H,D,S
2403,6f64636a-fbfc-11eb-9a96-8c8590480788,H,D,S
2404,6f646388-fbfc-11eb-9a96-8c8590480788,H,D,S
2405,6f6463a6-fbfc-11eb-9a96-8c8590480788,H,D,S
2406,6f6463c4-fbfc-11eb-9a96-8c8590480788,H,D,S
2407,6f6463d8-fbfc-11eb-9a96-8c8590480788,H,D,S
2408,6f6463f6-fbfc-11eb-9a96-8c8590480788,H,D,S
2409,6f646414-fbfc-11eb-9a96-8c8590480788,H,D,S
2410,6f646432-fbfc-11eb-9a96-8c8590480788,H,D,S
2411,6f646450-fbfc-11eb-9a96-8c8590480788,H,D,S
2412,6f64646e-fbfc-11eb-9a96-8c8590480788,H,D,S
2413,6f64648c-fbfc-11eb-9a96-8c8590480788,H,D,S
2414,6f6464aa-fbfc-11eb-9a96-8c8590480788,H,D,S
2415,6f6464c8-fbfc-11eb-9a96-8c8590480788,H,D,S
2416,6f6464e6-fbfc-11eb-9a96-8c8590480788,H,D,S
2417,6f646504-fbfc-11eb-9a96-8c8590480788,H,D,S
2418,6f646522-fbfc-11eb-9a96-8c8590480788,H,D,S
2419,6f646540-fbfc-11eb-9a96-8c8590480788,H,D,S
2420,6f646554-fbfc-11eb-9a96-8c8590480788,H,D,S
2421,6f646572-fbfc-11eb-9a96-8c8590480788,H,D,S
2422,6f646590-fbfc-11eb-9a96-8c8590480788,H,D,S
2423,6f6465ae-fbfc-11eb-9a96-8c8590480788,H,D,S
2424,6f6465cc-fbfc-11eb-9a96-8c8590480788,H,D,S
2425,6f6465ea-fbfc-11eb-9a96-8c8590480788,H,D,S
2426,6f646608-fbfc-11eb-9a96-8c8590480788,H,D,S
2427,6f646626-fbfc-11eb-9a96-8c8590480788,H,D,S
2428,6f646644-fbfc-11eb-9a96-8c8590480788,H,D,S
2429,6f646662-fbfc-11eb-9a96-8c8590480788,H,D,S
2430,6f646680-fbfc-11eb-9a96-8c8590480788,H,D,S
2431,6f646694-fbfc-11eb-9a96-8c8590480788,H,D,S
2432,6f6466b2-fbfc-11eb-9a96-8c8590480788,H,D,S
2433,6f6466d0-fbfc-11eb-9a96-8c8590480788,H,D,S
2434,6f6466ee-fbfc-11eb-9a96-8c8590480788,H,D,S
2435,6f64670c-fbfc-11eb-9a96-8c8590480788,H,D,S
2436,6f64672a-fbfc-11eb-9a96-8c8590480788,H,D,S
2437,6f646748-fbfc-11eb-9a96-8c8590480788,H,D,S
2438,6f646766-fbfc-11eb-9a96-8c8590480788,H,D,S
2439,6f646784-fbfc-11eb-9a96-8c8590480788,H,D,S
2440,6f6467a2-fbfc-11eb-9a96-8c8590480788,H,D,S
2441,6f6467c0-fbfc-11eb-9a96-8c8590480788,H,D,S
2442,6f6467de-fbfc-11eb-9a96-8c8590480788,H,D,S
2443,6f6467fc-fbfc-11eb-9a96-8c8590480788,H,D,S
2444,6f64681a-fbfc-11eb-9a96-8c8590480788,H,D,S
2445,6f646838-fbfc-11eb-9a96-8c8590480788,H,D,S
2446,6f64684c-fbfc-11eb-9a96-8c8590480788,H,D,S
2447,6f64686a-fbfc-11eb-9a96-8c8590480788,H,D,S
2448,6f646888-fbfc-11eb-9a96-8c8590480788,H,D,S
2449,6f6468a6-fbfc-11eb-9a96-8c8590480788,H,D,S
2450,6f6468c4-fbfc-11eb-9a96-8c8590480788,H,D,S
2451,6f6468e2-fbfc-11eb-9a96-8c8590480788,H,D,S
2452,6f646900-fbfc-11eb-9a96-8c8590480788,H,D,S
2453,6f64691e-fbfc-11eb-9a96-8c8590480788,H,D,S
2454,6f64693c-fbfc-11eb-9a96-8c8590480788,H,D,S
2455,6f64695a-fbfc-11eb-9a96-8c8590480788,H,D,S
2456,6f646978-fbfc-11eb-9a96-8c8590480788,H,D,S
2457,6f646996-fbfc-11eb-9a96-8c8590480788,H,D,S
2458,6f6469b4-fbfc-11eb-9a96-8c8590480788,H,D,S
2459,6f6469d2-fbfc-11eb-9a96-8c8590480788,H,D,S
2460,6f6469f0-fbfc-11eb-9a96-8c8590480788,H,D,S
2461,6f646a0e-fbfc-11eb-9a96-8c8590480788,H,D,S
2462,6f646a2c-fbfc-11eb-9a96-8c8590480788,H,D,S
2463,6f646a4a-fbfc-11eb-9a96-8c8590480788,H,D,S
2464,6f646a68-fbfc-11eb-9a96-8c8590480788,H,D,S
2465,6f646a86-fbfc-11eb-9a96-8c8590480788,H,D,S
2466,6f646a9a-fbfc-11eb-9a96-8c8590480788,H,D,S
2467,6f646ab8-fbfc-11eb-9a96-8c8590480788,H,D,S
2468,6f646ad6-fbfc-11eb-9a96-8c8590480788,H,D,S
2469,6f646af4-fbfc-11eb-9a96-8c8590480788,H,D,S
2470,6f646b12-fbfc-11eb-9a96-8c8590480788,H,D,S
2471,6f646b30-fbfc-11eb-9a96-8c8590480788,H,D,S
2472,6f646b4e-fbfc-11eb-9a96-8c8590480788,H,D,S
2473,6f646b6c-fbfc-11eb-9a96-8c8590480788,H,D,S
2474,6f646b8a-fbfc-11eb-9a96-8c8590480788,H,D,S
2475,6f646ba8-fbfc-11eb-9a96-8c8590480788,H,D,S
2476,6f646bbc-fbfc-11eb-9a96-8c8590480788,H,D,S
2477,6f646bda-fbfc-11eb-9a96-8c8590480788,H,D,S
2478,6f646bf8-fbfc-11eb-9a96-8c8590480788,H,D,S
2479,6f646c16-fbfc-11eb-9a96-8c8590480788,H,D,S
2480,6f646c34-fbfc-11eb-9a96-8c8590480788,H,D,S
2481,6f646c52-fbfc-11eb-9a96-8c8590480788,H,D,S
2482,6f646c70-fbfc-11eb-9a96-8c8590480788,H,D,S
2483,6f646dc4-fbfc-11eb-9a96-8c8590480788,H,D,S
2484,6f646dec-fbfc-11eb-9a96-8c8590480788,H,D,S
2485,6f646e0a-fbfc-11eb-9a96-8c8590480788,H,D,S
2486,6f646e28-fbfc-11eb-9a96-8c8590480788,H,D,S
2487,6f646e46-fbfc-11eb-9a96-8c8590480788,H,D,S
2488,6f646e64-fbfc-11eb-9a96-8c8590480788,H,D,S
2489,6f646e82-fbfc-11eb-9a96-8c8590480788,H,D,S
2490,6f646ea0-fbfc-11eb-9a96-8c8590480788,H,D,S
2491,6f646ebe-fbfc-11eb-9a96-8c8590480788,H,D,S
2492,6f646edc-fbfc-11eb-9a96-8c8590480788,H,D,S
2493,6f646efa-fbfc-11eb-9a96-8c8590480788,H,D,S
2494,6f646f18-fbfc-11eb-9a96-8c8590480788,H,D,S
2495,6f646f36-fbfc-11eb-9a96-8c8590480788,H,D,S
2496,6f646f54-fbfc-11eb-9a96-8c8590480788,H,D,S
2497,6f646f72-fbfc-11eb-9a96-8c8590480788,H,D,S
2498,6f646f90-fbfc-11eb-9a96-8c8590480788,H,D,S
2499,6f646fae-fbfc-11eb-9a96-8c8590480788,H,D,S
2500,6f646fcc-fbfc-11eb-9a96-8c8590480788,H,D,S
2501,6f646fea-fbfc-11eb-9a96-8c8590480788,H,D,S
2502,6f647008-fbfc-11eb-9a96-8c8590480788,H,D,S
2503,6f64701c-fbfc-11eb-9a96-8c8590480788,H,D,S
2504,6f64703a-fbfc-11eb-9a96-8c8590480788,H,D,S
2505,6f647058-fbfc-11eb-9a96-8c8590480788,H,D,S
2506,6f647080-fbfc-11eb-9a96-8c8590480788,H,D,S
2507,6f647094-fbfc-11eb-9a96-8c8590480788,H,D,S
2508,6f6470b2-fbfc-11eb-9a96-8c8590480788,H,D,S
2509,6f6470d0-fbfc-11eb-9a96-8c8590480788,H,D,S
2510,6f6470ee-fbfc-11eb-9a96-8c8590480788,H,D,S
2511,6f64710c-fbfc-11eb-9a96-8c8590480788,H,D,S
2512,6f64712a-fbfc-11eb-9a96-8c8590480788,H,D,S
2513,6f647148-fbfc-11eb-9a96-8c8590480788,H,D,S
2514,6f647166-fbfc-11eb-9a96-8c8590480788,H,D,S
2515,6f647184-fbfc-11eb-9a96-8c8590480788,H,D,S
2516,6f6471a2-fbfc-11eb-9a96-8c8590480788,H,D,S
2517,6f6471b6-fbfc-11eb-9a96-8c8590480788,H,D,S
2518,6f6471d4-fbfc-11eb-9a96-8c8590480788,H,D,S
2519,6f6471f2-fbfc-11eb-9a96-8c8590480788,H,D,S
2520,6f647210-fbfc-11eb-9a96-8c8590480788,H,D,S
2521,6f64722e-fbfc-11eb-9a96-8c8590480788,H,D,S
2522,6f64724c-fbfc-11eb-9a96-8c8590480788,H,D,S
2523,6f64726a-fbfc-11eb-9a96-8c8590480788,H,D,S
2524,6f647288-fbfc-11eb-9a96-8c8590480788,H,D,S
2525,6f6472a6-fbfc-11eb-9a96-8c8590480788,H,D,S
2526,6f6472ba-fbfc-11eb-9a96-8c8590480788,H,D,S
2527,6f6472d8-fbfc-11eb-9a96-8c8590480788,H,D,S
2528,6f6472f6-fbfc-11eb-9a96-8c8590480788,H,D,S
2529,6f647314-fbfc-11eb-9a96-8c8590480788,H,D,S
2530,6f647332-fbfc-11eb-9a96-8c8590480788,H,D,S
2531,6f647350-fbfc-11eb-9a96-8c8590480788,H,D,S
2532,6f64736e-fbfc-11eb-9a96-8c8590480788,H,D,S
2533,6f64738c-fbfc-11eb-9a96-8c8590480788,H,D,S
2534,6f6473aa-fbfc-11eb-9a96-8c8590480788,H,D,N
2535,6f6473d2-fbfc-11eb-9a96-8c8590480788,H,D,N
2536,6f6473e6-fbfc-11eb-9a96-8c8590480788,H,D,N
2537,6f647404-fbfc-11eb-9a96-8c8590480788,H,D,N
2538,6f647422-fbfc-11eb-9a96-8c8590480788,H,D,N
2539,6f647440-fbfc-11eb-9a96-8c8590480788,H,D,N
2540,6f64745e-fbfc-11eb-9a96-8c8590480788,H,D,N
2541,6f64747c-fbfc-11eb-9a96-8c8590480788,H,D,N
2542,6f64749a-fbfc-11eb-9a96-8c8590480788,H,D,N
2543,6f6474b8-fbfc-11eb-9a96-8c8590480788,H,D,N
2544,6f6474e0-fbfc-11eb-9a96-8c8590480788,H,D,N
2545,6f6474fe-fbfc-11eb-9a96-8c8590480788,H,D,N
2546,6f647512-fbfc-11eb-9a96-8c8590480788,H,D,N
2547,6f647530-fbfc-11eb-9a96-8c8590480788,H,D,N
2548,6f64754e-fbfc-11eb-9a96-8c8590480788,H,D,N
2549,6f64756c-fbfc-11eb-9a96-8c8590480788,H,D,N
2550,6f64758a-fbfc-11eb-9a96-8c8590480788,H,D,N
2551,6f6475a8-fbfc-11eb-9a96-8c8590480788,H,D,N
2552,6f6475c6-fbfc-11eb-9a96-8c8590480788,H,D,N
2553,6f6475e4-fbfc-11eb-9a96-8c8590480788,H,D,N
2554,6f647602-fbfc-11eb-9a96-8c8590480788,H,D,N
2555,6f647620-fbfc-11eb-9a96-8c8590480788,H,D,N
2556,6f64763e-fbfc-11eb-9a96-8c8590480788,H,D,N
2557,6f647652-fbfc-11eb-9a96-8c8590480788,H,D,N
2558,6f647670-fbfc-11eb-9a96-8c8590480788,H,D,N
2559,6f64768e-fbfc-11eb-9a96-8c8590480788,H,D,N
2560,6f6476ac-fbfc-11eb-9a96-8c8590480788,H,D,N
2561,6f6476ca-fbfc-11eb-9a96-8c8590480788,H,D,N
2562,6f6476e8-fbfc-11eb-9a96-8c8590480788,H,D,N
2563,6f647706-fbfc-11eb-9a96-8c8590480788,H,D,N
2564,6f647724-fbfc-11eb-9a96-8c8590480788,H,D,N
2565,6f647742-fbfc-11eb-9a96-8c8590480788,H,D,N
2566,6f647756-fbfc-11eb-9a96-8c8590480788,H,D,N
2567,6f647774-fbfc-11eb-9a96-8c8590480788,H,D,N
2568,6f647792-fbfc-11eb-9a96-8c8590480788,H,D,N
2569,6f6477b0-fbfc-11eb-9a96-8c8590480788,H,D,N
2570,6f6477ce-fbfc-11eb-9a96-8c8590480788,H,D,N
2571,6f6477ec-fbfc-11eb-9a96-8c8590480788,H,D,N
2572,6f64780a-fbfc-11eb-9a96-8c8590480788,H,D,N
2573,6f647828-fbfc-11eb-9a96-8c8590480788,H,D,N
2574,6f647846-fbfc-11eb-9a96-8c8590480788,H,D,N
2575,6f64785a-fbfc-11eb-9a96-8c8590480788,H,D,N
2576,6f647878-fbfc-11eb-9a96-8c8590480788,H,D,N
2577,6f647896-fbfc-11eb-9a96-8c8590480788,H,D,N
2578,6f6478b4-fbfc-11eb-9a96-8c8590480788,H,D,N
2579,6f6478d2-fbfc-11eb-9a96-8c8590480788,H,D,N
2580,6f6478f0-fbfc-11eb-9a96-8c8590480788,H,D,N
2581,6f64790e-fbfc-11eb-9a96-8c8590480788,H,D,N
2582,6f64792c-fbfc-11eb-9a96-8c8590480788,H,D,N
2583,6f64794a-fbfc-11eb-9a96-8c8590480788,H,D,N
2584,6f647968-fbfc-11eb-9a96-8c8590480788,H,D,N
2585,6f647986-fbfc-11eb-9a96-8c8590480788,H,D,N
2586,6f6479a4-fbfc-11eb-9a96-8c8590480788,H,D,N
2587,6f6479b8-fbfc-11eb-9a96-8c8590480788,H,D,N
2588,6f6479d6-fbfc-11eb-9a96-8c8590480788,H,D,N
2589,6f6479fe-fbfc-11eb-9a96-8c8590480788,H,D,N
2590,6f647a12-fbfc-11eb-9a96-8c8590480788,H,D,N
2591,6f647a30-fbfc-11eb-9a96-8c8590480788,H,D,N
2592,6f647a4e-fbfc-11eb-9a96-8c8590480788,H,D,N
2593,6f647a6c-fbfc-11eb-9a96-8c8590480788,H,D,N
2594,6f647a8a-fbfc-11eb-9a96-8c8590480788,H,D,N
2595,6f647aa8-fbfc-11eb-9a96-8c8590480788,H,D,N
2596,6f647ac6-fbfc-11eb-9a96-8c8590480788,H,D,N
2597,6f647ae4-fbfc-11eb-9a96-8c8590480788,H,D,N
2598,6f647b02-fbfc-11eb-9a96-8c8590480788,H,D,N
2599,6f647b20-fbfc-11eb-9a96-8c8590480788,H,D,N
2600,6f647b3e-fbfc-11eb-9a96-8c8590480788,H,D,N
2601,6f647b52-fbfc-11eb-9a96-8c8590480788,H,D,N
2602,6f647b70-fbfc-11eb-9a96-8c8590480788,H,D,N
2603,6f647b8e-fbfc-11eb-9a96-8c8590480788,H,D,N
2604,6f647bac-fbfc-11eb-9a96-8c8590480788,H,D,N
2605,6f647bca-fbfc-11eb-9a96-8c8590480788,H,D,N
2606,6f647be8-fbfc-11eb-9a96-8c8590480788,H,D,N
2607,6f647c06-fbfc-11eb-9a96-8c8590480788,H,D,N
2608,6f647c24-fbfc-11eb-9a96-8c8590480788,H,D,N
2609,6f647c38-fbfc-11eb-9a96-8c8590480788,H,D,N
2610,6f647c56-fbfc-11eb-9a96-8c8590480788,H,D,N
2611,6f647c74-fbfc-11eb-9a96-8c8590480788,H,D,N
2612,6f647c92-fbfc-11eb-9a96-8c8590480788,H,D,N
2613,6f647cb0-fbfc-11eb-9a96-8c8590480788,H,D,N
2614,6f647cce-fbfc-11eb-9a96-8c8590480788,H,D,N
2615,6f647cec-fbfc-11eb-9a96-8c8590480788,H,D,N
2616,6f647d0a-fbfc-11eb-9a96-8c8590480788,H,D,N
2617,6f647d28-fbfc-11eb-9a96-8c8590480788,H,D,N
2618,6f647d46-fbfc-11eb-9a96-8c8590480788,H,D,N
2619,6f647d64-fbfc-11eb-9a96-8c8590480788,H,D,N
2620,6f647d82-fbfc-11eb-9a96-8c8590480788,H,D,N
2621,6f647d96-fbfc-11eb-9a96-8c8590480788,H,D,N
2622,6f647db4-fbfc-11eb-9a96-8c8590480788,H,D,N
2623,6f647dd2-fbfc-11eb-9a96-8c8590480788,H,D,N
2624,6f647eb8-fbfc-11eb-9a96-8c8590480788,H,D,N
2625,6f647ef4-fbfc-11eb-9a96-8c8590480788,H,D,N
2626,6f647f1c-fbfc-11eb-9a96-8c8590480788,H,D,N
2627,6f647f3a-fbfc-11eb-9a96-8c8590480788,H,D,N
2628,6f647f58-fbfc-11eb-9a96-8c8590480788,H,D,N
2629,6f647f76-fbfc-11eb-9a96-8c8590480788,H,D,N
2630,6f647f94-fbfc-11eb-9a96-8c8590480788,H,D,N
2631,6f647fb2-fbfc-11eb-9a96-8c8590480788,H,D,N
2632,6f647fd0-fbfc-11eb-9a96-8c8590480788,H,D,N
2633,6f647fee-fbfc-11eb-9a96-8c8590480788,H,D,N
2634,6f64800c-fbfc-11eb-9a96-8c8590480788,H,D,N
2635,6f64802a-fbfc-11eb-9a96-8c8590480788,H,D,N
2636,6f648048-fbfc-11eb-9a96-8c8590480788,H,D,N
2637,6f648066-fbfc-11eb-9a96-8c8590480788,H,D,N
